"","Year","City","Sport","Event","Height","Weight","Age"
"4520",2000,"Sydney","Sailing","Sailing Men's Windsurfer",176.333333333333,70.5833333333333,26.3888888888889
"4521",2000,"Sydney","Sailing","Sailing Mixed Multihull",177.9375,72.40625,30.6875
"4522",2000,"Sydney","Sailing","Sailing Mixed One Person Dinghy",181.478729438457,82.2362006164192,26.4883720930233
"4523",2000,"Sydney","Sailing","Sailing Mixed Skiff",180.411764705882,76.3529411764706,29.0588235294118
"4524",2000,"Sydney","Sailing","Sailing Mixed Three Person Keelboat",182.958333333333,89.8333333333333,34.2916666666667
"4525",2000,"Sydney","Sailing","Sailing Mixed Two Person Keelboat",185.71875,99.5625,35.59375
"4526",2000,"Sydney","Sailing","Sailing Women's One Person Dinghy",169.814814814815,64.7037037037037,25.037037037037
"4527",2000,"Sydney","Sailing","Sailing Women's Two Person Dinghy",171.052631578947,62.1315789473684,27.5
"4528",2000,"Sydney","Sailing","Sailing Women's Windsurfer",168.48275862069,59.1530825496343,27.7241379310345
"4529",2000,"Sydney","Shooting","Shooting Men's Air Pistol, 10 metres",176.690476190476,80.4047619047619,33.6904761904762
"4530",2000,"Sydney","Shooting","Shooting Men's Air Rifle, 10 metres",178.195652173913,75.2826086956522,29.3478260869565
"4531",2000,"Sydney","Shooting","Shooting Men's Double Trap",178.52,86.74,30.08
"4532",2000,"Sydney","Shooting","Shooting Men's Free Pistol, 50 metres",177.222222222222,81.0277777777778,34.1111111111111
"4533",2000,"Sydney","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres",173.5,75.75,34.25
"4534",2000,"Sydney","Shooting","Shooting Men's Running Target, 10 metres",179.5,76.1666666666667,27.7222222222222
"4535",2000,"Sydney","Shooting","Shooting Men's Skeet",177.530612244898,84.6122448979592,33.2857142857143
"4536",2000,"Sydney","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",178.11320754717,77.2452830188679,33.5094339622642
"4537",2000,"Sydney","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",178.454545454545,76.6818181818182,31.4090909090909
"4538",2000,"Sydney","Shooting","Shooting Men's Trap",178.707317073171,87.5853658536585,33.9024390243902
"4539",2000,"Sydney","Shooting","Shooting Women's Air Pistol, 10 metres",164.533333333333,59.9111111111111,29.9777777777778
"4540",2000,"Sydney","Shooting","Shooting Women's Air Rifle, 10 metres",164.579031396907,58.2971118056289,26.6122448979592
"4541",2000,"Sydney","Shooting","Shooting Women's Double Trap",168.470588235294,67.1470588235294,32
"4542",2000,"Sydney","Shooting","Shooting Women's Skeet",164.846153846154,67.2307692307692,31.3846153846154
"4543",2000,"Sydney","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",164.47619047619,58.9523809523809,27.6190476190476
"4544",2000,"Sydney","Shooting","Shooting Women's Sporting Pistol, 25 metres",164.02380952381,59.1190476190476,31
"4545",2000,"Sydney","Shooting","Shooting Women's Trap",170.117647058824,69.3823529411765,33.5882352941176
"4546",2000,"Sydney","Softball","Softball Women's Softball",169.416666666667,68.025,27.4916666666667
"4547",2000,"Sydney","Swimming","Swimming Men's 1,500 metres Freestyle",184.560975609756,76.3414634146341,20.4878048780488
"4548",2000,"Sydney","Swimming","Swimming Men's 100 metres Backstroke",186.042090909091,79.2389724106739,22.2363636363636
"4549",2000,"Sydney","Swimming","Swimming Men's 100 metres Breaststroke",184.286168132942,79.205000996498,22.4848484848485
"4550",2000,"Sydney","Swimming","Swimming Men's 100 metres Butterfly",185.010224654378,78.9200685127034,22.5645161290323
"4551",2000,"Sydney","Swimming","Swimming Men's 100 metres Freestyle",187.880162047091,81.9279758495942,22.4931506849315
"4552",2000,"Sydney","Swimming","Swimming Men's 200 metres Backstroke",186.244444444444,78.5333333333333,21.7333333333333
"4553",2000,"Sydney","Swimming","Swimming Men's 200 metres Breaststroke",183.042553191489,77.7234042553192,21.8936170212766
"4554",2000,"Sydney","Swimming","Swimming Men's 200 metres Butterfly",183.478260869565,77.0652173913043,21.6521739130435
"4555",2000,"Sydney","Swimming","Swimming Men's 200 metres Freestyle",187.098039215686,80.9019607843137,21.6862745098039
"4556",2000,"Sydney","Swimming","Swimming Men's 200 metres Individual Medley",185.5,78.75,22.3392857142857
"4557",2000,"Sydney","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",190.004005616464,84.5459498927513,23.25
"4558",2000,"Sydney","Swimming","Swimming Men's 4 x 100 metres Medley Relay",187.362745098039,82.3823529411765,22.6176470588235
"4559",2000,"Sydney","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",189.407894736842,82.2105263157895,22.4078947368421
"4560",2000,"Sydney","Swimming","Swimming Men's 400 metres Freestyle",185,78.5434782608696,21.2391304347826
"4561",2000,"Sydney","Swimming","Swimming Men's 400 metres Individual Medley",184.555555555556,77.4888888888889,21.8666666666667
"4562",2000,"Sydney","Swimming","Swimming Men's 50 metres Freestyle",186.019138518435,79.940596694732,22.8181818181818
"4563",2000,"Sydney","Swimming","Swimming Women's 100 metres Backstroke",173.065217391304,61.804347826087,20
"4564",2000,"Sydney","Swimming","Swimming Women's 100 metres Breaststroke",169.962790697674,60.2734974034771,20.046511627907
"4565",2000,"Sydney","Swimming","Swimming Women's 100 metres Butterfly",170.489795918367,59.7040816326531,20.9795918367347
"4566",2000,"Sydney","Swimming","Swimming Women's 100 metres Freestyle",173.222222222222,63.1296296296296,21.0555555555556
"4567",2000,"Sydney","Swimming","Swimming Women's 200 metres Backstroke",172.4,60.4857142857143,19.7142857142857
"4568",2000,"Sydney","Swimming","Swimming Women's 200 metres Breaststroke",169.942857142857,59.4857142857143,19.6571428571429
"4569",2000,"Sydney","Swimming","Swimming Women's 200 metres Butterfly",169.583333333333,60.2222222222222,20.1111111111111
"4570",2000,"Sydney","Swimming","Swimming Women's 200 metres Freestyle",174.872783648082,63.5039792387543,20.25
"4571",2000,"Sydney","Swimming","Swimming Women's 200 metres Individual Medley",172.388888888889,62.1666666666667,20.5277777777778
"4572",2000,"Sydney","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",177.016393442623,65.2459016393443,21.6065573770492
"4573",2000,"Sydney","Swimming","Swimming Women's 4 x 100 metres Medley Relay",174.160493827161,63.4814814814815,21.5061728395062
"4574",2000,"Sydney","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay",173.871428571429,62.1714285714286,20.2714285714286
"4575",2000,"Sydney","Swimming","Swimming Women's 400 metres Freestyle",173.435897435897,62.6153846153846,19.4871794871795
"4576",2000,"Sydney","Swimming","Swimming Women's 400 metres Individual Medley",170.071428571429,61.5357142857143,20.1785714285714
"4577",2000,"Sydney","Swimming","Swimming Women's 50 metres Freestyle",172.436643582109,62.3354642745735,20.9054054054054
"4578",2000,"Sydney","Swimming","Swimming Women's 800 metres Freestyle",172,61.5,19.1153846153846
"4579",2000,"Sydney","Synchronized Swimming","Synchronized Swimming Women's Duet",168.645833333333,54.7291666666667,22.6458333333333
"4580",2000,"Sydney","Synchronized Swimming","Synchronized Swimming Women's Team",169,56.6811594202899,23.1449275362319
"4581",2000,"Sydney","Table Tennis","Table Tennis Men's Doubles",177.347222222222,71.5416666666667,27.6388888888889
"4582",2000,"Sydney","Table Tennis","Table Tennis Men's Singles",176.84375,71.140625,28.203125
"4583",2000,"Sydney","Table Tennis","Table Tennis Women's Doubles",164.676470588235,57.8676470588235,25.6911764705882
"4584",2000,"Sydney","Table Tennis","Table Tennis Women's Singles",165.547785874439,58.5417600896861,26.1686507936508
"4585",2000,"Sydney","Taekwondo","Taekwondo Men's Featherweight",176.033251231527,69.2937788018433,23.2142857142857
"4586",2000,"Sydney","Taekwondo","Taekwondo Men's Flyweight",173,58.7142857142857,24.0714285714286
"4587",2000,"Sydney","Taekwondo","Taekwondo Men's Heavyweight",188.833333333333,92.9583333333333,26
"4588",2000,"Sydney","Taekwondo","Taekwondo Men's Welterweight",183.857142857143,79.5,25.7142857142857
"4589",2000,"Sydney","Taekwondo","Taekwondo Women's Featherweight",165.083333333333,55.5,23.4166666666667
"4590",2000,"Sydney","Taekwondo","Taekwondo Women's Flyweight",163.583333333333,50,22.0833333333333
"4591",2000,"Sydney","Taekwondo","Taekwondo Women's Heavyweight",176.416666666667,74.9166666666667,24.6666666666667
"4592",2000,"Sydney","Taekwondo","Taekwondo Women's Welterweight",172.666666666667,65.1666666666667,26.3333333333333
"4593",2000,"Sydney","Tennis","Tennis Men's Doubles",184.810344827586,78.8620689655172,25.6896551724138
"4594",2000,"Sydney","Tennis","Tennis Men's Singles",183.65625,77.6078804347826,24.546875
"4595",2000,"Sydney","Tennis","Tennis Women's Doubles",171.703848521053,61.4799639927243,23.6290322580645
"4596",2000,"Sydney","Tennis","Tennis Women's Singles",171.875,61.6875,23.171875
"4597",2000,"Sydney","Trampolining","Trampolining Men's Individual",173.75,70.3333333333333,23.9166666666667
"4598",2000,"Sydney","Trampolining","Trampolining Women's Individual",162.515622868058,54.2357338820302,24.3333333333333
"4599",2000,"Sydney","Triathlon","Triathlon Men's Olympic Distance",179.653846153846,69.7884615384615,27.3076923076923
"4600",2000,"Sydney","Triathlon","Triathlon Women's Olympic Distance",166.351698053322,55.7637548347398,27.8958333333333
"4601",2000,"Sydney","Volleyball","Volleyball Men's Volleyball",196.113475177305,89.259800504107,26.2056737588652
"4602",2000,"Sydney","Volleyball","Volleyball Women's Volleyball",181.731884057971,71.9565217391304,24.9275362318841
"4603",2000,"Sydney","Water Polo","Water Polo Men's Water Polo",190.058823529412,91.3921568627451,26.8169934640523
"4604",2000,"Sydney","Water Polo","Water Polo Women's Water Polo",174.782051282051,68.6410256410256,25.9358974358974
"4605",2000,"Sydney","Weightlifting","Weightlifting Men's Bantamweight",155.439393939394,56.2045454545455,24.4090909090909
"4606",2000,"Sydney","Weightlifting","Weightlifting Men's Featherweight",160.619047619048,61.9285714285714,25.2857142857143
"4607",2000,"Sydney","Weightlifting","Weightlifting Men's Heavyweight",178.904761904762,105.142857142857,24.9047619047619
"4608",2000,"Sydney","Weightlifting","Weightlifting Men's Light-Heavyweight",171.892068539966,83.6,26
"4609",2000,"Sydney","Weightlifting","Weightlifting Men's Lightweight",165.470588235294,68.5588235294118,24.4117647058824
"4610",2000,"Sydney","Weightlifting","Weightlifting Men's Middle-Heavyweight",174.578947368421,94.3947368421053,25.9473684210526
"4611",2000,"Sydney","Weightlifting","Weightlifting Men's Middleweight",170.799856692643,76.4607843137255,25.8235294117647
"4612",2000,"Sydney","Weightlifting","Weightlifting Men's Super-Heavyweight",182.513565891473,133.895833333333,26.3333333333333
"4613",2000,"Sydney","Weightlifting","Weightlifting Women's Featherweight",155,52.9,23.5
"4614",2000,"Sydney","Weightlifting","Weightlifting Women's Flyweight",152.583333333333,49,25.1666666666667
"4615",2000,"Sydney","Weightlifting","Weightlifting Women's Heavyweight",167.454545454545,75.3636363636364,24.3636363636364
"4616",2000,"Sydney","Weightlifting","Weightlifting Women's Light-Heavyweight",164.066666666667,68.9333333333333,25.8
"4617",2000,"Sydney","Weightlifting","Weightlifting Women's Lightweight",155.823529411765,58.0882352941176,23.5294117647059
"4618",2000,"Sydney","Weightlifting","Weightlifting Women's Middleweight",162.777777777778,64.7777777777778,23.6666666666667
"4619",2000,"Sydney","Weightlifting","Weightlifting Women's Super-Heavyweight",169.363636363636,99,22.9090909090909
"4620",2000,"Sydney","Wrestling","Wrestling Men's Bantamweight, Freestyle",163.210526315789,54.1052631578947,26.4210526315789
"4621",2000,"Sydney","Wrestling","Wrestling Men's Bantamweight, Greco-Roman",164.05,55.15,25.6
"4622",2000,"Sydney","Wrestling","Wrestling Men's Featherweight, Freestyle",165.25,59,26.2
"4623",2000,"Sydney","Wrestling","Wrestling Men's Featherweight, Greco-Roman",165.9,58.85,26.65
"4624",2000,"Sydney","Wrestling","Wrestling Men's Heavyweight, Freestyle",182.789473684211,96.1578947368421,28
"4625",2000,"Sydney","Wrestling","Wrestling Men's Heavyweight, Greco-Roman",185.4,98.1,27.5
"4626",2000,"Sydney","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle",178.95,85.45,27.1
"4627",2000,"Sydney","Wrestling","Wrestling Men's Light-Heavyweight, Greco-Roman",180.4,85.45,26.95
"4628",2000,"Sydney","Wrestling","Wrestling Men's Lightweight, Freestyle",168.210526315789,63.5,25.7368421052632
"4629",2000,"Sydney","Wrestling","Wrestling Men's Lightweight, Greco-Roman",168.35,63.7,27.1
"4630",2000,"Sydney","Wrestling","Wrestling Men's Middleweight, Freestyle",177.25,77.4,26.65
"4631",2000,"Sydney","Wrestling","Wrestling Men's Middleweight, Greco-Roman",176.391304347826,79.1822115384615,25.65
"4632",2000,"Sydney","Wrestling","Wrestling Men's Super-Heavyweight, Freestyle",187.833333333333,116.5,26.1111111111111
"4633",2000,"Sydney","Wrestling","Wrestling Men's Super-Heavyweight, Greco-Roman",187.65,119.15,26.05
"4634",2000,"Sydney","Wrestling","Wrestling Men's Welterweight, Freestyle",170.15,70.125,25.5
"4635",2000,"Sydney","Wrestling","Wrestling Men's Welterweight, Greco-Roman",171.736842105263,69.4736842105263,27.5789473684211
"4636",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Men's Combined",180.404255319149,86.6595744680851,24.7446808510638
"4637",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Men's Downhill",179.962962962963,86.0740740740741,25.7037037037037
"4638",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Men's Giant Slalom",179.141025641026,83.75,24.8205128205128
"4639",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Men's Slalom",178.907929917398,81.7749961216722,24.8831168831169
"4640",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Men's Super G",179.890909090909,85.5636363636364,25.7090909090909
"4641",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Women's Combined",168.129032258065,65.5483870967742,22.5483870967742
"4642",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Women's Downhill",168.611230110159,66.5551560587515,24.7631578947368
"4643",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Women's Giant Slalom",166.676470588235,64.3970588235294,23.2352941176471
"4644",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Women's Slalom",167.856500412189,64.7367048563611,23.1470588235294
"4645",2002,"Salt Lake City","Alpine Skiing","Alpine Skiing Women's Super G",167.493645213629,65.2813007030827,24.4651162790698
"4646",2002,"Salt Lake City","Biathlon","Biathlon Men's 10 kilometres Sprint",178.850574712644,73.1034482758621,28.1724137931034
"4647",2002,"Salt Lake City","Biathlon","Biathlon Men's 12.5 kilometres Pursuit",178.894736842105,72.9298245614035,27.9298245614035
"4648",2002,"Salt Lake City","Biathlon","Biathlon Men's 20 kilometres",179.425287356322,73.6091954022989,28.0344827586207
"4649",2002,"Salt Lake City","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",179.065789473684,73.2368421052632,28.75
"4650",2002,"Salt Lake City","Biathlon","Biathlon Women's 10 kilometres Pursuit",166.346153846154,56.9038461538462,26.4807692307692
"4651",2002,"Salt Lake City","Biathlon","Biathlon Women's 15 kilometres",165.408450704225,56.2394366197183,25.7746478873239
"4652",2002,"Salt Lake City","Biathlon","Biathlon Women's 4 x 7.5 kilometres Relay",165.4,56.5333333333333,26.35
"4653",2002,"Salt Lake City","Biathlon","Biathlon Women's 7.5 kilometres Sprint",166.175675675676,56.527027027027,25.8648648648649
"4654",2002,"Salt Lake City","Bobsleigh","Bobsleigh Men's Four",184.155555555556,94.3037037037037,28.9259259259259
"4655",2002,"Salt Lake City","Bobsleigh","Bobsleigh Men's Two",183.315939310974,95.3342676801357,29.6666666666667
"4656",2002,"Salt Lake City","Bobsleigh","Bobsleigh Women's Two",173.633333333333,71.0666666666667,28.3
"4657",2002,"Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 10/10 kilometres Pursuit",178.377165806081,71.6273130800715,27.0240963855422
"4658",2002,"Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres",178.65671641791,72.4029850746269,26.3880597014925
"4659",2002,"Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres",177.653846153846,71.6153846153846,27.1153846153846
"4660",2002,"Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",179.1,72.5666666666667,27.8166666666667
"4661",2002,"Salt Lake City","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres",178.032786885246,71.7868852459016,27.7377049180328
